,month,year,City,country_id,Country,Latitude,Longitude,AverageTemperatureCel,AverageTemperatureUncertaintyCel
36813,9,1941,Tottori,JAP,Japan,34.56N,134.27E,21.491000000000003,0.20899999999999844
36814,10,1941,Tottori,JAP,Japan,34.56N,134.27E,16.226999999999997,0.18100000000000055
36815,11,1941,Tottori,JAP,Japan,34.56N,134.27E,12.713999999999999,0.17700000000000196
36816,12,1941,Tottori,JAP,Japan,34.56N,134.27E,7.1910000000000025,0.26000000000000195
36817,1,1942,Tottori,JAP,Japan,34.56N,134.27E,3.250000000000001,0.223999999999999
36818,2,1942,Tottori,JAP,Japan,34.56N,134.27E,3.2700000000000014,0.1849999999999991
36819,3,1942,Tottori,JAP,Japan,34.56N,134.27E,9.454,0.24399999999999977
36820,4,1942,Tottori,JAP,Japan,34.56N,134.27E,12.161999999999999,0.23099999999999848
36821,5,1942,Tottori,JAP,Japan,34.56N,134.27E,16.496,0.32899999999999907
36822,6,1942,Tottori,JAP,Japan,34.56N,134.27E,21.598,0.17400000000000107
36823,7,1942,Tottori,JAP,Japan,34.56N,134.27E,28.415000000000003,0.18199999999999822
36824,8,1942,Tottori,JAP,Japan,34.56N,134.27E,27.932000000000002,0.20800000000000077
36825,9,1942,Tottori,JAP,Japan,34.56N,134.27E,23.923000000000002,0.1089999999999986
36826,10,1942,Tottori,JAP,Japan,34.56N,134.27E,15.754,0.16299999999999906
36827,11,1942,Tottori,JAP,Japan,34.56N,134.27E,10.148,0.3080000000000006
36828,12,1942,Tottori,JAP,Japan,34.56N,134.27E,5.406999999999999,0.31300000000000083
36829,1,1943,Tottori,JAP,Japan,34.56N,134.27E,1.892,0.17100000000000015
36830,2,1943,Tottori,JAP,Japan,34.56N,134.27E,3.0790000000000006,0.3139999999999985
36831,3,1943,Tottori,JAP,Japan,34.56N,134.27E,6.756000000000001,0.25400000000000017
36832,4,1943,Tottori,JAP,Japan,34.56N,134.27E,11.129999999999999,0.15999999999999817
36833,5,1943,Tottori,JAP,Japan,34.56N,134.27E,17.628,0.1869999999999984
36834,6,1943,Tottori,JAP,Japan,34.56N,134.27E,21.725000000000005,0.10300000000000074
36835,7,1943,Tottori,JAP,Japan,34.56N,134.27E,25.458,0.22199999999999973
36836,8,1943,Tottori,JAP,Japan,34.56N,134.27E,27.207,0.22000000000000045
36837,9,1943,Tottori,JAP,Japan,34.56N,134.27E,24.333999999999996,0.2010000000000013
36838,10,1943,Tottori,JAP,Japan,34.56N,134.27E,17.078999999999997,0.24899999999999997
36839,11,1943,Tottori,JAP,Japan,34.56N,134.27E,10.838999999999999,0.14000000000000135
36840,12,1943,Tottori,JAP,Japan,34.56N,134.27E,6.499,0.17999999999999894
36841,1,1944,Tottori,JAP,Japan,34.56N,134.27E,3.533999999999998,0.2320000000000001
36842,2,1944,Tottori,JAP,Japan,34.56N,134.27E,3.1060000000000008,0.21399999999999864
36843,3,1944,Tottori,JAP,Japan,34.56N,134.27E,6.002000000000002,0.2770000000000018
36844,4,1944,Tottori,JAP,Japan,34.56N,134.27E,11.496,0.23099999999999848
36845,5,1944,Tottori,JAP,Japan,34.56N,134.27E,18.615000000000002,0.21000000000000008
36846,6,1944,Tottori,JAP,Japan,34.56N,134.27E,22.567999999999998,0.19999999999999968
36847,7,1944,Tottori,JAP,Japan,34.56N,134.27E,26.691999999999993,0.2259999999999983
36848,8,1944,Tottori,JAP,Japan,34.56N,134.27E,27.297999999999995,0.223999999999999
36849,9,1944,Tottori,JAP,Japan,34.56N,134.27E,23.365000000000002,0.2370000000000003
36850,10,1944,Tottori,JAP,Japan,34.56N,134.27E,16.561,0.14700000000000082
36851,11,1944,Tottori,JAP,Japan,34.56N,134.27E,11.634999999999998,0.17600000000000035
36852,12,1944,Tottori,JAP,Japan,34.56N,134.27E,4.642000000000001,0.1540000000000003
36853,1,1945,Tottori,JAP,Japan,34.56N,134.27E,1.311,0.17299999999999946
36854,2,1945,Tottori,JAP,Japan,34.56N,134.27E,1.4989999999999999,0.1980000000000004
36855,3,1945,Tottori,JAP,Japan,34.56N,134.27E,6.768000000000001,0.1119999999999995
36856,4,1945,Tottori,JAP,Japan,34.56N,134.27E,13.016,0.1869999999999984
36857,5,1945,Tottori,JAP,Japan,34.56N,134.27E,15.738,0.23000000000000081
36858,6,1945,Tottori,JAP,Japan,34.56N,134.27E,21.942999999999998,0.16599999999999998
36859,7,1945,Tottori,JAP,Japan,34.56N,134.27E,24.250999999999994,0.19600000000000112
36860,8,1945,Tottori,JAP,Japan,34.56N,134.27E,27.560000000000002,0.2520000000000009
36861,9,1945,Tottori,JAP,Japan,34.56N,134.27E,23.235999999999997,0.08699999999999856
36862,10,1945,Tottori,JAP,Japan,34.56N,134.27E,17.115000000000002,0.1529999999999987
36863,11,1945,Tottori,JAP,Japan,34.56N,134.27E,11.16,0.13899999999999973
36864,12,1945,Tottori,JAP,Japan,34.56N,134.27E,5.164999999999998,0.1949999999999995
36865,1,1946,Tottori,JAP,Japan,34.56N,134.27E,3.824999999999999,0.21899999999999883
36866,2,1946,Tottori,JAP,Japan,34.56N,134.27E,3.846999999999999,0.271
36867,3,1946,Tottori,JAP,Japan,34.56N,134.27E,6.302000000000001,0.17700000000000196
36868,4,1946,Tottori,JAP,Japan,34.56N,134.27E,13.283,0.09399999999999803
36869,5,1946,Tottori,JAP,Japan,34.56N,134.27E,17.024,0.2030000000000006
36870,6,1946,Tottori,JAP,Japan,34.56N,134.27E,22.539,0.21699999999999953
36871,7,1946,Tottori,JAP,Japan,34.56N,134.27E,26.967,0.24599999999999905
36872,8,1946,Tottori,JAP,Japan,34.56N,134.27E,27.139,0.32199999999999956
36873,9,1946,Tottori,JAP,Japan,34.56N,134.27E,23.052000000000003,0.11000000000000022
36874,10,1946,Tottori,JAP,Japan,34.56N,134.27E,16.999,0.1330000000000019
36875,11,1946,Tottori,JAP,Japan,34.56N,134.27E,13.279,0.1540000000000003
36876,12,1946,Tottori,JAP,Japan,34.56N,134.27E,5.123999999999999,0.10600000000000165
36877,1,1947,Tottori,JAP,Japan,34.56N,134.27E,4.132999999999999,0.1529999999999987
36878,2,1947,Tottori,JAP,Japan,34.56N,134.27E,1.8989999999999994,0.22199999999999973
36879,3,1947,Tottori,JAP,Japan,34.56N,134.27E,5.714000000000002,0.2699999999999984
36880,4,1947,Tottori,JAP,Japan,34.56N,134.27E,12.203999999999999,0.17900000000000127
36881,5,1947,Tottori,JAP,Japan,34.56N,134.27E,16.231,0.16599999999999998
36882,7,1947,Tottori,JAP,Japan,34.56N,134.27E,26.549000000000003,0.13500000000000117
36883,8,1947,Tottori,JAP,Japan,34.56N,134.27E,28.029999999999998,0.2339999999999994
36884,9,1947,Tottori,JAP,Japan,34.56N,134.27E,23.848,0.13799999999999812
36885,10,1947,Tottori,JAP,Japan,34.56N,134.27E,15.518,0.11800000000000131
36886,11,1947,Tottori,JAP,Japan,34.56N,134.27E,9.720000000000002,0.1980000000000004
36887,12,1947,Tottori,JAP,Japan,34.56N,134.27E,4.329999999999998,0.11599999999999808
36888,1,1948,Tottori,JAP,Japan,34.56N,134.27E,3.7049999999999983,0.18199999999999822
36889,2,1948,Tottori,JAP,Japan,34.56N,134.27E,4.490999999999998,0.14000000000000135
36890,3,1948,Tottori,JAP,Japan,34.56N,134.27E,6.844999999999999,0.12399999999999917
36891,4,1948,Tottori,JAP,Japan,34.56N,134.27E,13.572,0.10100000000000146
36892,5,1948,Tottori,JAP,Japan,34.56N,134.27E,17.935000000000002,0.15200000000000102
36893,6,1948,Tottori,JAP,Japan,34.56N,134.27E,21.91,0.1540000000000003
36894,7,1948,Tottori,JAP,Japan,34.56N,134.27E,26.519,0.20399999999999827
36895,8,1948,Tottori,JAP,Japan,34.56N,134.27E,27.067999999999998,0.09999999999999984
36896,9,1948,Tottori,JAP,Japan,34.56N,134.27E,23.376999999999995,0.14700000000000082
36897,10,1948,Tottori,JAP,Japan,34.56N,134.27E,17.793,0.1459999999999992
36898,11,1948,Tottori,JAP,Japan,34.56N,134.27E,11.695999999999998,0.11100000000000183
36899,12,1948,Tottori,JAP,Japan,34.56N,134.27E,8.851999999999999,0.2550000000000018
36900,1,1949,Tottori,JAP,Japan,34.56N,134.27E,4.820999999999999,0.26799999999999913
36901,2,1949,Tottori,JAP,Japan,34.56N,134.27E,5.7940000000000005,0.3160000000000017
36902,3,1949,Tottori,JAP,Japan,34.56N,134.27E,6.0249999999999995,0.18299999999999983
36903,4,1949,Tottori,JAP,Japan,34.56N,134.27E,10.703,0.14200000000000065
36904,5,1949,Tottori,JAP,Japan,34.56N,134.27E,17.945,0.18800000000000003
36905,6,1949,Tottori,JAP,Japan,34.56N,134.27E,21.039,0.07900000000000142
36906,7,1949,Tottori,JAP,Japan,34.56N,134.27E,25.383999999999997,0.10100000000000146
36907,8,1949,Tottori,JAP,Japan,34.56N,134.27E,27.012,0.17900000000000127
36908,9,1949,Tottori,JAP,Japan,34.56N,134.27E,23.473,0.1590000000000005
36909,10,1949,Tottori,JAP,Japan,34.56N,134.27E,16.138,0.16599999999999998
36910,11,1949,Tottori,JAP,Japan,34.56N,134.27E,10.897,0.13099999999999865
36911,12,1949,Tottori,JAP,Japan,34.56N,134.27E,6.765,0.18100000000000055
36912,1,1950,Tottori,JAP,Japan,34.56N,134.27E,5.450999999999999,0.07999999999999909
36913,2,1950,Tottori,JAP,Japan,34.56N,134.27E,4.8130000000000015,0.19600000000000112
36914,3,1950,Tottori,JAP,Japan,34.56N,134.27E,7.281999999999998,0.2629999999999989
36915,4,1950,Tottori,JAP,Japan,34.56N,134.27E,13.545,0.1579999999999989
36916,5,1950,Tottori,JAP,Japan,34.56N,134.27E,18.623,0.12899999999999937
36917,6,1950,Tottori,JAP,Japan,34.56N,134.27E,21.586,0.15599999999999958
36918,7,1950,Tottori,JAP,Japan,34.56N,134.27E,26.488,0.2520000000000009
36919,8,1950,Tottori,JAP,Japan,34.56N,134.27E,27.106999999999996,0.19899999999999807
36920,9,1950,Tottori,JAP,Japan,34.56N,134.27E,23.391000000000005,0.1590000000000005
36921,10,1950,Tottori,JAP,Japan,34.56N,134.27E,16.406,0.08499999999999927
36922,11,1950,Tottori,JAP,Japan,34.56N,134.27E,11.500000000000002,0.22099999999999811
36923,12,1950,Tottori,JAP,Japan,34.56N,134.27E,5.531000000000002,0.15000000000000174
36924,1,1951,Tottori,JAP,Japan,34.56N,134.27E,3.717000000000002,0.2659999999999998
36925,2,1951,Tottori,JAP,Japan,34.56N,134.27E,5.093999999999998,0.13500000000000117
36926,3,1951,Tottori,JAP,Japan,34.56N,134.27E,7.134,0.09899999999999823
36927,4,1951,Tottori,JAP,Japan,34.56N,134.27E,12.296000000000001,0.15599999999999958
36928,5,1951,Tottori,JAP,Japan,34.56N,134.27E,17.765,0.271
36929,6,1951,Tottori,JAP,Japan,34.56N,134.27E,20.729000000000003,0.4829999999999994
36930,7,1951,Tottori,JAP,Japan,34.56N,134.27E,24.839,0.24799999999999833
36931,8,1951,Tottori,JAP,Japan,34.56N,134.27E,27.950000000000003,0.14399999999999993
36932,9,1951,Tottori,JAP,Japan,34.56N,134.27E,21.137,0.36299999999999877
36933,10,1951,Tottori,JAP,Japan,34.56N,134.27E,17.778000000000002,0.14500000000000154
36934,11,1951,Tottori,JAP,Japan,34.56N,134.27E,11.06,0.2919999999999984
36935,12,1951,Tottori,JAP,Japan,34.56N,134.27E,7.666,0.18400000000000144
36936,1,1952,Tottori,JAP,Japan,34.56N,134.27E,4.337999999999999,0.22000000000000045
36937,2,1952,Tottori,JAP,Japan,34.56N,134.27E,3.6299999999999994,0.1169999999999997
36938,3,1952,Tottori,JAP,Japan,34.56N,134.27E,7.085,0.12899999999999937
36939,4,1952,Tottori,JAP,Japan,34.56N,134.27E,12.913000000000002,0.10699999999999932
36940,5,1952,Tottori,JAP,Japan,34.56N,134.27E,17.358999999999998,0.14200000000000065
36941,6,1952,Tottori,JAP,Japan,34.56N,134.27E,21.242000000000004,0.13599999999999884
36942,7,1952,Tottori,JAP,Japan,34.56N,134.27E,25.298000000000002,0.11800000000000131
36943,8,1952,Tottori,JAP,Japan,34.56N,134.27E,27.399999999999995,0.11500000000000041
36944,9,1952,Tottori,JAP,Japan,34.56N,134.27E,23.262,0.13000000000000098
36945,10,1952,Tottori,JAP,Japan,34.56N,134.27E,16.195000000000004,0.11300000000000113
36946,11,1952,Tottori,JAP,Japan,34.56N,134.27E,12.825000000000001,0.13799999999999812
36947,12,1952,Tottori,JAP,Japan,34.56N,134.27E,6.514,0.1919999999999986
36948,1,1953,Tottori,JAP,Japan,34.56N,134.27E,3.6990000000000003,0.21600000000000186
36949,2,1953,Tottori,JAP,Japan,34.56N,134.27E,3.9700000000000006,0.16099999999999978
36950,3,1953,Tottori,JAP,Japan,34.56N,134.27E,8.535,0.07699999999999818
36951,4,1953,Tottori,JAP,Japan,34.56N,134.27E,11.338000000000001,0.1459999999999992
36952,5,1953,Tottori,JAP,Japan,34.56N,134.27E,17.334,0.2030000000000006
36953,6,1953,Tottori,JAP,Japan,34.56N,134.27E,21.711000000000002,0.2110000000000017
36954,7,1953,Tottori,JAP,Japan,34.56N,134.27E,25.720999999999997,0.1330000000000019
36955,8,1953,Tottori,JAP,Japan,34.56N,134.27E,27.321,0.1509999999999994
36956,9,1953,Tottori,JAP,Japan,34.56N,134.27E,23.296,0.1720000000000018
36957,10,1953,Tottori,JAP,Japan,34.56N,134.27E,17.613999999999997,0.07100000000000033
36958,11,1953,Tottori,JAP,Japan,34.56N,134.27E,11.217000000000002,0.1509999999999994
36959,12,1953,Tottori,JAP,Japan,34.56N,134.27E,8.0,0.14900000000000013
36960,1,1954,Tottori,JAP,Japan,34.56N,134.27E,5.6949999999999985,0.2649999999999982
36961,2,1954,Tottori,JAP,Japan,34.56N,134.27E,5.672999999999998,0.24500000000000138
36962,3,1954,Tottori,JAP,Japan,34.56N,134.27E,7.5379999999999985,0.21600000000000186
36963,4,1954,Tottori,JAP,Japan,34.56N,134.27E,13.693,0.1670000000000016
36964,5,1954,Tottori,JAP,Japan,34.56N,134.27E,17.529,0.17100000000000015
36965,6,1954,Tottori,JAP,Japan,34.56N,134.27E,19.961,0.27799999999999947
36966,7,1954,Tottori,JAP,Japan,34.56N,134.27E,24.083000000000002,0.11100000000000183
36967,8,1954,Tottori,JAP,Japan,34.56N,134.27E,27.472,0.07900000000000142
36968,9,1954,Tottori,JAP,Japan,34.56N,134.27E,23.732000000000003,0.2289999999999992
36969,10,1954,Tottori,JAP,Japan,34.56N,134.27E,15.824,0.12199999999999989
36970,11,1954,Tottori,JAP,Japan,34.56N,134.27E,12.708000000000002,0.10100000000000146
36971,12,1954,Tottori,JAP,Japan,34.56N,134.27E,7.242000000000001,0.1579999999999989
36972,1,1955,Tottori,JAP,Japan,34.56N,134.27E,3.3759999999999994,0.25900000000000034
36973,2,1955,Tottori,JAP,Japan,34.56N,134.27E,5.760000000000002,0.1849999999999991
36974,3,1955,Tottori,JAP,Japan,34.56N,134.27E,8.802999999999999,0.271
36975,4,1955,Tottori,JAP,Japan,34.56N,134.27E,13.389000000000001,0.1899999999999993
36976,5,1955,Tottori,JAP,Japan,34.56N,134.27E,17.855,0.21699999999999953
36977,6,1955,Tottori,JAP,Japan,34.56N,134.27E,23.054000000000006,0.24399999999999977
36978,7,1955,Tottori,JAP,Japan,34.56N,134.27E,26.855,0.18100000000000055
36979,8,1955,Tottori,JAP,Japan,34.56N,134.27E,26.938000000000002,0.2919999999999984
36980,9,1955,Tottori,JAP,Japan,34.56N,134.27E,23.286,0.1509999999999994
36981,10,1955,Tottori,JAP,Japan,34.56N,134.27E,16.936,0.21300000000000097
36982,11,1955,Tottori,JAP,Japan,34.56N,134.27E,10.439,0.25400000000000017
36983,12,1955,Tottori,JAP,Japan,34.56N,134.27E,7.469,0.1969999999999988
36984,1,1956,Tottori,JAP,Japan,34.56N,134.27E,4.009,0.20800000000000077
36985,2,1956,Tottori,JAP,Japan,34.56N,134.27E,3.5460000000000016,0.235000000000001
36986,3,1956,Tottori,JAP,Japan,34.56N,134.27E,8.189,0.1330000000000019
36987,4,1956,Tottori,JAP,Japan,34.56N,134.27E,12.479000000000001,0.2729999999999993
36988,5,1956,Tottori,JAP,Japan,34.56N,134.27E,16.874,0.19999999999999968
36989,6,1956,Tottori,JAP,Japan,34.56N,134.27E,21.968,0.18100000000000055
36990,7,1956,Tottori,JAP,Japan,34.56N,134.27E,26.242000000000004,0.07200000000000194
36991,8,1956,Tottori,JAP,Japan,34.56N,134.27E,26.045,0.21800000000000117
36992,9,1956,Tottori,JAP,Japan,34.56N,134.27E,23.445999999999998,0.19100000000000092
36993,10,1956,Tottori,JAP,Japan,34.56N,134.27E,17.462000000000003,0.1849999999999991
36994,11,1956,Tottori,JAP,Japan,34.56N,134.27E,10.850000000000001,0.3039999999999981
36995,12,1956,Tottori,JAP,Japan,34.56N,134.27E,4.788999999999998,0.4060000000000012
36996,1,1957,Tottori,JAP,Japan,34.56N,134.27E,4.852000000000001,0.21800000000000117
36997,2,1957,Tottori,JAP,Japan,34.56N,134.27E,3.6580000000000013,0.2729999999999993
36998,3,1957,Tottori,JAP,Japan,34.56N,134.27E,5.855,0.25400000000000017
36999,4,1957,Tottori,JAP,Japan,34.56N,134.27E,13.704999999999998,0.354
37000,5,1957,Tottori,JAP,Japan,34.56N,134.27E,16.753,0.17499999999999874
37001,6,1957,Tottori,JAP,Japan,34.56N,134.27E,20.991,0.44599999999999873
37002,7,1957,Tottori,JAP,Japan,34.56N,134.27E,25.255000000000003,0.38699999999999807
37003,8,1957,Tottori,JAP,Japan,34.56N,134.27E,27.034,0.7589999999999996
37004,9,1957,Tottori,JAP,Japan,34.56N,134.27E,21.012,0.52
37005,10,1957,Tottori,JAP,Japan,34.56N,134.27E,16.510000000000005,0.36299999999999877
37006,11,1957,Tottori,JAP,Japan,34.56N,134.27E,12.293999999999999,0.25599999999999945
37007,12,1957,Tottori,JAP,Japan,34.56N,134.27E,7.115000000000001,0.3080000000000006
37008,1,1958,Tottori,JAP,Japan,34.56N,134.27E,4.249000000000001,0.3520000000000007
37009,2,1958,Tottori,JAP,Japan,34.56N,134.27E,5.3359999999999985,0.38200000000000184
37010,3,1958,Tottori,JAP,Japan,34.56N,134.27E,7.720999999999997,0.1849999999999991
37011,4,1958,Tottori,JAP,Japan,34.56N,134.27E,13.460999999999999,0.271
37012,5,1958,Tottori,JAP,Japan,34.56N,134.27E,17.511,0.28799999999999987
37013,6,1958,Tottori,JAP,Japan,34.56N,134.27E,22.156999999999996,0.389999999999999
37014,7,1958,Tottori,JAP,Japan,34.56N,134.27E,26.676000000000002,0.3910000000000006
37015,8,1958,Tottori,JAP,Japan,34.56N,134.27E,26.644,0.3280000000000014
37016,9,1958,Tottori,JAP,Japan,34.56N,134.27E,23.840999999999994,0.24399999999999977
37017,10,1958,Tottori,JAP,Japan,34.56N,134.27E,16.371,0.21600000000000186
37018,11,1958,Tottori,JAP,Japan,34.56N,134.27E,11.826,0.1200000000000006
37019,12,1958,Tottori,JAP,Japan,34.56N,134.27E,8.088000000000001,0.19600000000000112
37020,1,1959,Tottori,JAP,Japan,34.56N,134.27E,3.9140000000000006,0.3169999999999994
37021,2,1959,Tottori,JAP,Japan,34.56N,134.27E,7.078999999999998,0.22099999999999811
37022,3,1959,Tottori,JAP,Japan,34.56N,134.27E,8.996,0.340000000000001
37023,4,1959,Tottori,JAP,Japan,34.56N,134.27E,13.717000000000002,0.3409999999999987
37024,5,1959,Tottori,JAP,Japan,34.56N,134.27E,18.244000000000003,0.1230000000000015
37025,6,1959,Tottori,JAP,Japan,34.56N,134.27E,21.940000000000005,0.24299999999999816
37026,7,1959,Tottori,JAP,Japan,34.56N,134.27E,26.627000000000002,0.29100000000000076
37027,8,1959,Tottori,JAP,Japan,34.56N,134.27E,27.326999999999998,0.18900000000000164
37028,9,1959,Tottori,JAP,Japan,34.56N,134.27E,24.484999999999996,0.27999999999999875
37029,10,1959,Tottori,JAP,Japan,34.56N,134.27E,17.729,0.18600000000000072
37030,11,1959,Tottori,JAP,Japan,34.56N,134.27E,12.945,0.17700000000000196
37031,12,1959,Tottori,JAP,Japan,34.56N,134.27E,7.496999999999998,0.17999999999999894
37032,1,1960,Tottori,JAP,Japan,34.56N,134.27E,4.351000000000001,0.27799999999999947
37033,2,1960,Tottori,JAP,Japan,34.56N,134.27E,6.277,0.29300000000000004
37034,3,1960,Tottori,JAP,Japan,34.56N,134.27E,9.207,0.12500000000000078
37035,4,1960,Tottori,JAP,Japan,34.56N,134.27E,12.129,0.2289999999999992
37036,5,1960,Tottori,JAP,Japan,34.56N,134.27E,17.839000000000006,0.32199999999999956
37037,6,1960,Tottori,JAP,Japan,34.56N,134.27E,21.608999999999995,0.3049999999999997
37038,7,1960,Tottori,JAP,Japan,34.56N,134.27E,26.823000000000004,0.21399999999999864
37039,8,1960,Tottori,JAP,Japan,34.56N,134.27E,27.369000000000003,0.29800000000000026
37040,9,1960,Tottori,JAP,Japan,34.56N,134.27E,23.813000000000002,0.13700000000000045
37041,10,1960,Tottori,JAP,Japan,34.56N,134.27E,17.172,0.24700000000000066
37042,11,1960,Tottori,JAP,Japan,34.56N,134.27E,12.725000000000001,0.2550000000000018
37043,12,1960,Tottori,JAP,Japan,34.56N,134.27E,6.224999999999999,0.1280000000000017
37044,1,1961,Tottori,JAP,Japan,34.56N,134.27E,3.033999999999999,0.21199999999999936
37045,2,1961,Tottori,JAP,Japan,34.56N,134.27E,3.6020000000000016,0.11599999999999808
37046,3,1961,Tottori,JAP,Japan,34.56N,134.27E,8.267000000000001,0.1919999999999986
37047,4,1961,Tottori,JAP,Japan,34.56N,134.27E,13.526000000000002,0.2740000000000009
37048,5,1961,Tottori,JAP,Japan,34.56N,134.27E,18.508999999999997,0.21399999999999864
37049,6,1961,Tottori,JAP,Japan,34.56N,134.27E,21.999000000000006,0.3520000000000007
37050,7,1961,Tottori,JAP,Japan,34.56N,134.27E,27.51,0.22800000000000153
37051,8,1961,Tottori,JAP,Japan,34.56N,134.27E,28.127000000000002,0.1540000000000003
37052,9,1961,Tottori,JAP,Japan,34.56N,134.27E,25.33,0.14500000000000154
37053,10,1961,Tottori,JAP,Japan,34.56N,134.27E,19.331,0.2919999999999984
37054,11,1961,Tottori,JAP,Japan,34.56N,134.27E,12.801,0.08499999999999927
37055,12,1961,Tottori,JAP,Japan,34.56N,134.27E,7.233999999999999,0.21300000000000097
37056,1,1962,Tottori,JAP,Japan,34.56N,134.27E,3.616999999999998,0.2339999999999994
37057,2,1962,Tottori,JAP,Japan,34.56N,134.27E,5.103999999999998,0.2339999999999994
37058,3,1962,Tottori,JAP,Japan,34.56N,134.27E,7.498999999999999,0.23599999999999868
37059,4,1962,Tottori,JAP,Japan,34.56N,134.27E,12.440999999999999,0.21199999999999936
37060,5,1962,Tottori,JAP,Japan,34.56N,134.27E,17.611000000000004,0.2420000000000005
37061,6,1962,Tottori,JAP,Japan,34.56N,134.27E,20.727,0.49600000000000066
37062,7,1962,Tottori,JAP,Japan,34.56N,134.27E,26.165999999999997,0.3019999999999988
37063,8,1962,Tottori,JAP,Japan,34.56N,134.27E,27.702000000000005,0.17999999999999894
37064,9,1962,Tottori,JAP,Japan,34.56N,134.27E,24.054000000000002,0.32899999999999907
37065,10,1962,Tottori,JAP,Japan,34.56N,134.27E,16.805999999999997,0.354
37066,11,1962,Tottori,JAP,Japan,34.56N,134.27E,11.45,0.1280000000000017
37067,12,1962,Tottori,JAP,Japan,34.56N,134.27E,7.053,0.36700000000000127
37068,1,1963,Tottori,JAP,Japan,34.56N,134.27E,1.2600000000000005,0.25700000000000106
37069,2,1963,Tottori,JAP,Japan,34.56N,134.27E,2.4610000000000003,0.24700000000000066
37070,3,1963,Tottori,JAP,Japan,34.56N,134.27E,7.000999999999999,0.17700000000000196
37071,4,1963,Tottori,JAP,Japan,34.56N,134.27E,13.452,0.28199999999999803
37072,5,1963,Tottori,JAP,Japan,34.56N,134.27E,18.668,0.37099999999999983
37073,6,1963,Tottori,JAP,Japan,34.56N,134.27E,22.721000000000004,0.29600000000000093
37074,7,1963,Tottori,JAP,Japan,34.56N,134.27E,26.832,0.2829999999999997
37075,8,1963,Tottori,JAP,Japan,34.56N,134.27E,26.837000000000003,0.1459999999999992
37076,9,1963,Tottori,JAP,Japan,34.56N,134.27E,21.915000000000003,0.22800000000000153
37077,10,1963,Tottori,JAP,Japan,34.56N,134.27E,16.289,0.13399999999999956
37078,11,1963,Tottori,JAP,Japan,34.56N,134.27E,11.549999999999999,0.21800000000000117
37079,12,1963,Tottori,JAP,Japan,34.56N,134.27E,7.259999999999999,0.10199999999999913
37080,1,1964,Tottori,JAP,Japan,34.56N,134.27E,5.4910000000000005,0.17299999999999946
37081,2,1964,Tottori,JAP,Japan,34.56N,134.27E,3.3800000000000017,0.15999999999999817
37082,3,1964,Tottori,JAP,Japan,34.56N,134.27E,6.866000000000001,0.06299999999999922
37083,4,1964,Tottori,JAP,Japan,34.56N,134.27E,16.243000000000002,0.34700000000000053
37084,5,1964,Tottori,JAP,Japan,34.56N,134.27E,18.506,0.30100000000000116
37085,6,1964,Tottori,JAP,Japan,34.56N,134.27E,21.315000000000005,0.35700000000000087
37086,7,1964,Tottori,JAP,Japan,34.56N,134.27E,27.189999999999998,0.2649999999999982
37087,8,1964,Tottori,JAP,Japan,34.56N,134.27E,28.471999999999998,0.340000000000001
37088,9,1964,Tottori,JAP,Japan,34.56N,134.27E,23.893000000000004,0.18299999999999983
37089,10,1964,Tottori,JAP,Japan,34.56N,134.27E,16.910999999999998,0.29800000000000026
37090,11,1964,Tottori,JAP,Japan,34.56N,134.27E,10.979000000000001,0.13500000000000117
37091,12,1964,Tottori,JAP,Japan,34.56N,134.27E,6.776999999999999,0.13599999999999884
37092,1,1965,Tottori,JAP,Japan,34.56N,134.27E,3.624999999999999,0.08499999999999927
37093,2,1965,Tottori,JAP,Japan,34.56N,134.27E,4.1209999999999996,0.1509999999999994
37094,3,1965,Tottori,JAP,Japan,34.56N,134.27E,5.780000000000002,0.29100000000000076
37095,4,1965,Tottori,JAP,Japan,34.56N,134.27E,10.684000000000001,0.09899999999999823
37096,5,1965,Tottori,JAP,Japan,34.56N,134.27E,17.486000000000004,0.3039999999999981
37097,6,1965,Tottori,JAP,Japan,34.56N,134.27E,21.412000000000003,0.41199999999999903
37098,7,1965,Tottori,JAP,Japan,34.56N,134.27E,25.852000000000004,0.284999999999999
37099,8,1965,Tottori,JAP,Japan,34.56N,134.27E,27.043000000000003,0.10300000000000074
37100,9,1965,Tottori,JAP,Japan,34.56N,134.27E,21.247,0.22000000000000045
37101,10,1965,Tottori,JAP,Japan,34.56N,134.27E,16.041999999999998,0.2890000000000015
37102,11,1965,Tottori,JAP,Japan,34.56N,134.27E,11.963000000000001,0.3039999999999981
37103,12,1965,Tottori,JAP,Japan,34.56N,134.27E,5.955999999999999,0.32399999999999884
37104,1,1966,Tottori,JAP,Japan,34.56N,134.27E,3.472999999999998,0.16900000000000087
37105,2,1966,Tottori,JAP,Japan,34.56N,134.27E,5.8679999999999986,0.24500000000000138
37106,3,1966,Tottori,JAP,Japan,34.56N,134.27E,8.719000000000001,0.1529999999999987
37107,4,1966,Tottori,JAP,Japan,34.56N,134.27E,12.701,0.2030000000000006
37108,5,1966,Tottori,JAP,Japan,34.56N,134.27E,16.789,0.2259999999999983
37109,6,1966,Tottori,JAP,Japan,34.56N,134.27E,21.041000000000004,0.10500000000000004
37110,7,1966,Tottori,JAP,Japan,34.56N,134.27E,25.489,0.1969999999999988
37111,8,1966,Tottori,JAP,Japan,34.56N,134.27E,27.912999999999997,0.223999999999999
